JobID,Jobtitle,Companies,Locations,Experience,Skills,Salary,Reviews,Age of post,Job type,Logo,Rating,Job Description
286,senior bigdata engineer or data architect,rectras business solutions pvt ltd.,"['pune', ' chennai', ' bangalore/bengaluru']",4-9 yrs,"['automation', 'data analysis', 'prototype', 'application programming', 'data architect', 'http', 'json', 'data quality']",not disclosed,0,30+ days ago,none,no logo,0,"senior bigdata engineer or data architect bangalore, pune, chennai •4+ years of experie..."
287,unit manager - data science & engineering,bajaj finserv,['pune'],3-4 yrs,"['computer science', 'data analysis', 'data science', 'coding', 'machine learning', 'agile', 'model development', 'fixed deposits']",not disclosed,4543,19 days ago,premium,logo present,4.1,duties and responsibilities develop decision support models using data and analytics de...
288,data/research analyst,pcds infotech,"['mumbai', ' hyderabad/secunderabad']",2-5 yrs,"['data research analyst', 'research', 'ms office', 'business executive', 'statistics']",not disclosed,0,30+ days ago,none,no logo,0,candidate profile: be a graduate/ post graduate in statistics or maths be strong in anl...
289,data / research analyst,pcds infotech (p). ltd,"['mumbai', ' hyderabad/secunderabad']",2-5 yrs,"['top', 'tools', 'data research analyst', 'report preparation', 'research', 'ms office', 'logic', 'business executive']",not disclosed,0,30+ days ago,none,no logo,0,candidate profile: be a graduate / post graduate in statistics or maths be strong in an...
290,data engineer: data integration,ibm india pvt. limited,['pune'],4-8 yrs,"['business intelligence', 'etl', 'data mart', 'snowflake', 'data ingestion', 'unix shell scripting', 'ab initio', 'data cleansing']",not disclosed,9304,28 days ago,preferred,logo present,4,minimum 4+ years of experience in ab initio development required technical and professi...
291,data engineer: data integration,ibm india pvt. limited,['pune'],1-4 yrs,"['it skills', 'testing', 'oracle', 'unix', 'hive', 'shell scripting', 'hadoop', 'data warehousing']",not disclosed,9304,28 days ago,preferred,logo present,4,minimum 1-2+ years of experience in ab initio development required technical and profes...
292,data engineer: data integration,ibm india pvt. limited,['pune'],6-10 yrs,"['business intelligence', 'etl', 'data ingestion', 'unix shell scripting', 'ab initio', 'data mart creation', 'abinitio development', 'etl']",not disclosed,9304,28 days ago,preferred,logo present,4,minimum 6+ years of experience in abinitio development required technical and professio...
293,big data engineer - devops,leuwint technologies pvt ltd,"['pune', ' bangalore/bengaluru']",6-10 yrs,"['devops', 'amazon web services', 'scala', 'unix', 'linux', 'ansible', 'agile', 'nosql']",not disclosed,2,28 days ago,hot job,no logo,5,job summary:duties and responsibilitiesas a senior software engineer you will work as a...
294,senior data engineer/senior data engineer,bajaj finserv,['pune'],4-6 yrs,"['computer science', 'business process', 'performance tuning', 'data management', 'data structures', 'ssis', 'microsoft', 'information technology']",not disclosed,4543,none,none,logo present,4.1,duties and responsibilities - design implement and continuously expand data pipelines b...
295,financial business analyst / data analyst - analytics,cotiviti india private limited,['pune'],1-6 yrs,"['it skills', 'tableau', 'exploratory data analysis', 'power bi', 'analytical skills', 'advanced excel', 'us healthcare', 'analytics']",not disclosed,97,3 days ago,preferred,logo present,3.5,"bachelors degree in engineering, computer application or bachelors degree in mathematic..."
296,azure data analys,nihilent technologies pvt. ltd.,"['kolkata', ' pune', ' chennai']",5-10 yrs,"['data modeling', 'xml', 'javascript', 'packaging', 'programming', 'power bi', 'statistics', 'sql']",not disclosed,183,30+ days ago,none,logo present,3.2,knowledge of statistics and experience using statistical packages for analysing dataset...
297,senior data engineer,integral ad science,['pune'],3-6 yrs,"['global operations', 'vista', 'linux', 'integration testing', 'agile', 'scrum', 'ias', 'advertising']",not disclosed,0,6 days ago,none,no logo,0,"lead the entire software lifecycle including hands-on development, code reviews, testin..."
298,senior / lead big data engineer,alliance global services it india pvt. ltd.,['pune'],5-14 yrs,"['erp', 'kafka', 'rdbms', 'cassandra', 'hdfs', 'rabbitmq', 'gcp', 'nosql']",not disclosed,151,7 days ago,none,logo present,3.4,experience with native cloud data services aws or azure or gcp (preferred) experience w...
299,azure data engineer,diverse lynx,['pune'],8-10 yrs,"['etl', 'azure synapse analytics', 'sql queries', 'azure databricks', 'hadoop', 'azure data factory', 'big data', 'azure']",not disclosed,41,7 days ago,none,no logo,2.4,unify streaming and batch processing modes into one cohesive framework of processing in...
300,big data developer (immediate joiner only),collabera,['pune'],4-9 yrs,"['azure', 'mapreduce', 'rdbms', 'python', 'data structures', 'big data', 'spark', 'gcp']",not disclosed,494,9 days ago,hot job,logo present,3.6,strong understanding and hands on experience in rdbms and nosql good handle on working ...
301,data/research analyst,pcds infotech,"['mumbai', ' hyderabad/secunderabad']",2-7 yrs,"['data research analyst', 'research', 'ms office', 'business executive', 'statistics']",not disclosed,0,30+ days ago,none,no logo,0,job description: to analyse data for the research projects and prepare reports. candida...
302,data engineer: data integration,ibm india pvt. limited,['pune'],6-10 yrs,"['business intelligence', 'macro designing', 'data mart creation', 'etl', 'data ingestion', 'unix shell scripting', 'ab initio', 'data cleansing']",not disclosed,9304,21 days ago,preferred,logo present,4,minimum 6+ years of experience in abinitio development required technical and professio...
303,data engineer: data integration,ibm india pvt. limited,['pune'],1-3 yrs,"['it skills', 'testing', 'oracle', 'hive', 'hadoop', 'ca7', 'unix shell scripting', 'data warehousing']",not disclosed,9304,27 days ago,preferred,logo present,4,minimum 1-2+ years of experience in ab initio development required technical and profes...
304,senior data engineer,nutanxt technologies india llp,['pune'],3-5 yrs,"['pyspark', 'big data', 'hive', 'nosql', 'sqoop', 'hadoop', 'incremental loading using pyspark', 'avro']",not disclosed,0,10 days ago,hot job,no logo,0,"education: bachelors degree in computer science, information technology or other releva..."
305,data engineer - data integration,ibm india pvt. limited,['pune'],6-11 yrs,"['business intelligence', 'creative designing', 'unix shell scripting', 'ab initio', 'data cleansing', 'application design', 'design thinking', 'etl']",not disclosed,9304,21 days ago,preferred,logo present,4,minimum 6+ years of experience in abinitio development required technical and professio...
306,analyst manufacturing data analytics,kennametal inc,['bangalore/bengaluru(whitefield)'],3-8 yrs,"['anomaly detection', 'data science', 'r', 'algorithms', 'artificial neural networks', 'data analytics', 'machine learning', 'statistics']",not disclosed,0,15 days ago,premium,no logo,0,certified azure data scientist 8 years of experience in machine learning and data analy...
307,trainee-freshers- data science,aficionado technologies pvt ltd,['bangalore/bengaluru(btm layout)'],0-0 yrs,"['keras', 'deep learning', 'nlp', 'numpy', 'tensorflow', 'python', 'pca', 'dt&el']",not disclosed,0,23 days ago,none,logo present,0,internship with placement trainees willing to make their career into data scientist &ma...
308,data engineer iii,flipkart internet private limited,['bangalore/bengaluru'],3-8 yrs,"['data science', 'speech recognition', 'artificial intelligence', 'continuous integration', 'hadoop', 'spark', 'computer vision', 'machine learning']",not disclosed,2939,20 days ago,hot job,logo present,4.2,"india’s ecommerce market is in its infancy and is growing very rapidly, and the level o..."
309,computer scientist,super india tech mark,['amritsar'],0-1 yrs,"['troubleshooting skills', 'system software', 'machine learning', 'data science', 'azure', 'artificial intelligence', 'cloud', 'openstack']","1,75,000 - 3,00,000 pa.",0,26 days ago,none,no logo,0,"in this role, youll utilize a combination of systems design experience, network knowled..."
310,analyst manufacturing data analytics,kennametal india,['bangalore/bengaluru'],3-5 yrs,"['plant management', 'erp', 'sap', 'neural networks', 'machine learning', 'data collection', 'data quality', 'data analytics']",not disclosed,140,14 days ago,premium,no logo,4,"graduate degree preferred) from an accredited college / university in computer science,..."
311,computer scientist,super india tech mark,['bellary/ballari'],0-1 yrs,"['system software', 'artificial intelligence', 'data processing', 'data science', 'azure', 'cloud', 'openstack', 'machine learning']","2,00,000 - 3,75,000 pa.",0,21 days ago,none,no logo,0,experience with delivering in cloud based platforms is a mustexperience of working with...
312,data python engineer,xpetize technology solutions private limited,"['hyderabad/secunderabad', ' pune', ' bangalore/bengaluru', ' trivandrum/thiruvananthapuram']",4-9 yrs,"['engineering services', 'data services', 'data science', 'social service', 'medical insurance', 'technology solutions', 'management', 'object oriented programming']",not disclosed,7,30+ days ago,none,no logo,2.8,years of experience : 3-4 years job description 3-4 years of experience in python scrip...
313,"product analyst, data analyst",miq digital india private limited,['bangalore/bengaluru'],1-4 yrs,"['r', 'hive', 'data analysis', 'product analysis', 'regression', 'spark', 'statistics', 'python']",not disclosed,2,8 days ago,premium,no logo,4,location: bangaloredesignation: product analystrole:the product analyst is a key player...
314,data analyst,clarivate analytics,['bangalore/bengaluru'],3-6 yrs,"['claims', 'brand management', 'pharmacy', 'intellectual property', 'healthcare', 'data processing', 'us healthcare', 'forecasting']",not disclosed,88,10 days ago,none,no logo,3.7,"description: drg (part of clarivate) is looking for a curious, creative, team worker an..."
315,immediate openings on data science -5-10 years,ntt data business solutions india private limited,"['hyderabad/secunderabad', ' pune', ' chennai', ' bangalore/bengaluru']",5-10 yrs,"['it skills', 'data science']",not disclosed,2345,22 days ago,hot job,logo present,3.7,"data science, business intelligence design, design consideration desired candidate prof..."
316,research associate,philips india limited,['bangalore/bengaluru'],2-5 yrs,"['computer science', 'front end', 'image processing', 'machine learning', 'agile', 'workflow', 'healthcare', 'html']",not disclosed,519,23 days ago,premium,logo present,4,the candidate must be btech / m tech / ms/phd in computer science or electronics with r...
317,data base manager,super india tech mark,['ranchi'],0-1 yrs,"['data science', 'customer relationship', 'data management', 'data analysis', 'technology solutions', 'digital analytics', 'relationship marketing', 'customer acquisition']","1,75,000 - 2,25,000 pa.",0,27 days ago,none,no logo,0,we are looking for an data manager with experience of 10 years in sap and tally
318,data engineer,shiftu technology pvt.ltd,['bhubaneswar'],0-3 yrs,"['analytical skills', 'backend', 'git', 'linux', 'coding', 'wordpress', 'machine learning', 'manager technology']",not disclosed,10,30+ days ago,none,no logo,3.8,full timeanywhereposted 11 months agoapplications have closedresponsibility:we are look...
319,data engineering associate consultant/ senior associate consultant,eli lilly services india private limited,['bangalore/bengaluru'],5-7 yrs,"['computer science', 'automation', 'agile', 'healthcare', 'olap', 'scheduling', 'business intelligence', 'monitoring']",not disclosed,7,none,none,no logo,4.1,the purpose of the lcci business insights analytics team is to partner with us business...
